page_number,is_bold,is_italic,is_underline,is_all_caps,word_count,norm_font_size,font,font_size,x0,y0,x1,y1,space_above,space_below,space_left,space_right,text
25,0,0,0,0,15,6,/GGAXSG+CMTI12,11.96,64.51,416.62,626.41,428.58,416.62,413.31,64.51,-31.13,changed during a protocol execution will be identiﬁed by the parties who follow the protocols.
25,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,402.18,605.61,414.13,402.18,427.76,82.07,-10.34,"VUAP –If A replays Step 3 in Section 5.5 to authenticate as a legitimate driver/owner,"
25,0,0,0,0,39,6,/NAUQMW+CMR12,11.96,64.51,358.84,632.38,399.68,358.84,442.21,64.51,-37.11,the vehicle will reject the message with non-negligible probability. The replay can be identiﬁed by the vehicle because the initial check is made for the time stamp based on the accepted network delay ∆T (Step 4 in Section 5.5).
25,0,0,0,0,20,6,/NAUQMW+CMR12,11.96,82.07,344.39,614.08,356.35,344.39,485.54,82.07,-18.8,"TV2I – The adversary can replay the steps 3, 6, 11, 13, 16 and 18 in Section 5.6. If the"
25,0,0,0,0,125,6,/NAUQMW+CMR12,11.96,64.51,228.83,608.47,341.9,228.83,499.99,64.51,-13.2,"adversary replays Step 3 and Step 6 in Section 5.6 to the RSU and KDC, the RSU may accept Step 3; however, KDC will reject the replay as SID  between the vehicle and KDC are synchronised. And SID is updated in every session. If A replays Step 11 and Step 13 in Section 5.6, the RSU and the vehicle will reject the message with high probability because the RSU and the vehicle randomly choose R and S  for every session, which is utilised to decrypt the ciphertexts ζ  ζ . If A replays Step 16 and Step 18 in Section 5.6, then R andS the RSU may accept the message. But KDC will reject the message since synchronisation is needed for the acceptance. of SID"
25,0,0,0,0,19,6,/NAUQMW+CMR12,11.96,82.07,214.38,620.76,226.33,214.38,615.56,82.07,-25.48,"KV2VP – If A replays the steps 4, 9 and 14 in Section 5.7, then the parties will identify"
25,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,64.51,199.93,386.09,211.89,199.93,630.0,64.51,209.18,the replay as every message holds the time stamp ( T) in it.c
25,0,0,0,0,13,6,/QCTLYC+CMBXTI10,11.96,64.51,185.49,569.39,197.44,185.49,644.45,64.51,25.89,"Proposition 6 : For the protocols VUAP, TV2I and KV2VP, impersonation attack against"
25,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,171.04,327.53,183.0,171.04,658.89,64.51,267.75,them fails with an overwhelming probability.
25,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,82.07,156.6,587.06,168.55,156.6,673.34,82.07,8.21,"VUAP – Since two secrets m and n  are required in the protocol (refer Section 5.5), the"
25,0,0,0,0,30,6,/NAUQMW+CMR12,11.96,64.51,113.26,590.54,154.11,113.26,687.78,64.51,4.74,"adversary cannot succeed in the masquerading attack without knowing the secrets. Even if A guesses the password in polynomial time and constructs m, it cannot masquerade without knowing n ."
26,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,82.07,705.08,540.58,718.83,705.08,123.06,82.07,54.7,"TV2I – Without knowing the long-term keys (L  L ) in Section 5.6, Acan not VK andRSUi"
26,0,0,0,0,4,6,/NAUQMW+CMR12,11.96,64.51,692.43,267.75,704.38,692.43,137.51,64.51,327.53,masquerade with high probability.
26,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,82.07,677.98,535.89,689.94,677.98,151.95,82.07,59.39,"KV2VP – To mount a successful masquerading attack in KV2VP, A must know the"
26,0,0,0,0,9,6,/NAUQMW+CMR12,11.96,64.51,661.74,315.95,675.49,661.74,166.4,64.51,279.33,long-term secrets (x x ) in Section 5.7.A andB
26,0,0,0,0,14,6,/QCTLYC+CMBXTI10,11.96,64.51,649.09,575.83,661.04,649.09,180.85,64.51,19.45,"Proposition 7 : Given the protocols VUAP, TV2I and KV2VP, the protocols are resistant"
26,0,0,0,0,3,6,/GGAXSG+CMTI12,11.96,64.51,634.64,184.06,646.6,634.64,195.29,64.51,411.21,against MITM attack.
26,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,620.2,568.55,632.15,620.2,209.74,82.07,26.72,"In the MITM attack, A replay and masquerade by recording any of the previous com-"
26,0,0,0,0,33,6,/NAUQMW+CMR12,11.96,64.51,576.86,608.47,617.71,576.86,224.18,64.51,-13.2,"munication among the protocol parties. Since we argued that the protocols are resilient to the replay and masquerading attack, any attempt to successfully mount the MITM attack will not happen with high probability."
26,0,0,0,0,13,6,/QCTLYC+CMBXTI10,11.96,64.51,562.41,570.84,574.37,562.41,267.52,64.51,24.44,"Proposition 8 : Given the KV2VP protocol, KDC can identify the misbehaving vehicles,"
26,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,547.97,297.64,559.92,547.97,281.97,64.51,297.64,and it can revoke misbehaving vehicles.
26,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,82.07,533.52,614.08,545.48,533.52,296.41,82.07,-18.8,Consider Alice in Section 5.7. The responsibility of Alice is to prove her validity (i.e. td
26,0,0,0,0,19,6,/NJVWMM+CMMI12,11.96,67.76,519.08,620.12,531.03,519.08,310.86,67.76,-24.84,"t ) to Bob to get key. After the expiry of her departure time, if Alice illegitimately tries c"
26,0,0,0,0,35,6,/NAUQMW+CMR12,11.96,64.51,490.18,549.09,516.59,490.18,325.3,64.51,46.19,"to acquire the group key, then it will be identiﬁed by Bob ( Lemma 2 in Section 6.1). If Bob complains Alice to KDC by her credential received from Step 4 in Section 5.7, then"
26,0,0,0,0,16,6,/NJVWMM+CMMI12,11.96,64.51,475.74,584.56,487.69,475.74,354.2,64.51,10.71,KDC can identify and revoke Alice by identifying her identity from the public key and the
26,0,0,0,0,18,6,/NAUQMW+CMR12,11.96,82.07,446.85,614.08,458.8,446.85,383.09,82.07,-18.8,The role of Bob in the protocol is to deliver an updated key to Alice. If Bob misbehaves
26,0,0,0,0,49,6,/NAUQMW+CMR12,11.96,64.51,403.51,632.38,444.36,403.51,397.53,64.51,-37.11,"by injecting an invalid group key (i.e. contrary to the veriﬁcation step of Step 13 in Section 5.7 of the protocol), then Alice can report the misbehaviour to KDC using the message from Step 9 in Section 5.7. Like Alice, Bob can be identiﬁed and revoked by KDC. Therefore,"
26,0,0,0,0,11,6,/NJVWMM+CMMI12,11.96,64.51,389.06,435.12,401.02,389.06,440.87,64.51,160.15,KDC can revoke both vehicles when they misbehave in the protocol.
26,0,0,0,0,14,6,/QCTLYC+CMBXTI10,11.96,64.51,374.62,576.31,386.57,374.62,455.32,64.51,18.97,"Proposition 9 : For the VUAP protocol, online and oﬄine password guessing attack suc-"
26,0,0,0,0,4,6,/GGAXSG+CMTI12,11.96,64.51,360.17,267.75,372.13,360.17,469.76,64.51,327.53,ceeds with negligible probability.
26,0,0,0,0,14,6,/BNDSAH+CMSY10,11.96,82.07,345.73,608.94,357.68,345.73,484.21,82.07,-13.66,A can guess the password by subjecting either online or oﬄine password guessing attack.
26,0,0,0,0,56,6,/NAUQMW+CMR12,11.96,64.51,287.94,586.05,343.24,287.94,498.65,64.51,9.23,"But the need of n to compute y  restricts the adversary in the successful mounting of the attack. As n is a hash value, which is computed using the secret of KDC δ , it cannot be obtained by A with non-negligible probability. Thus, online and oﬄine password guessing attack against VUAP fails with non-negligible probability."
26,0,0,0,0,15,6,/QCTLYC+CMBXTI10,11.96,64.51,273.5,595.0,285.45,273.5,556.44,64.51,0.28,"Proposition 10 : Given the VUAP protocol, lost smart card veriﬁer attack fails with non-"
26,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,244.61,602.12,256.56,244.61,585.33,82.07,-6.85,"After attaining the smart-card, if the adversary tries to authenticate as a legitimate"
26,0,0,0,0,71,6,/NAUQMW+CMR12,11.96,64.51,172.38,632.38,242.12,172.38,599.77,64.51,-37.11,"driver/owner, it cannot validate itself. The need for the password will restrict the adversary from authentication. This means that a valid y can be constructed using m and n . As the adversary does not know m , a valid y cannot be constructed. Hence, the protocol resists the lost smart-card veriﬁer attack with non-negligible probability. It should be noted that this attack and the password guessing attack cannot be conjunctive."
26,0,0,0,0,15,6,/QCTLYC+CMBXTI10,11.96,64.51,157.93,553.56,169.89,157.93,672.0,64.51,41.71,"Proposition 11 : Given the VUAP, TV2I, KV2VP protocols, any attempt of DoS can be"
26,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,143.49,285.68,155.44,143.49,686.45,64.51,309.59,detected by parties of the protocols.
26,0,0,0,0,18,6,/NAUQMW+CMR12,11.96,82.07,129.04,602.12,140.99,129.04,700.9,82.07,-6.85,"VUAP – If Step 3 in Section 5.5 is blocked, then the vehicle user can identify the DoS"
26,0,0,0,0,12,6,/NAUQMW+CMR12,11.96,64.51,114.59,429.15,126.55,114.59,715.34,64.51,166.13,as the access to the vehicle is denied for the vehicle user.
26,0,0,0,0,21,6,/NAUQMW+CMR12,11.96,82.07,100.15,626.03,112.1,100.15,729.79,82.07,-30.76,"TV2I – Out of the steps 3, 6, 11 and 13 in Section 5.6, if anyone of them is blocked, then"
27,0,0,0,0,77,6,/NAUQMW+CMR12,11.96,64.51,649.09,608.47,718.83,649.09,123.06,64.51,-13.2,"the vehicle can identify the DoS in the channel because of unreachability of key from Step 13. If Steps 11, 13, 16 and 18 in Section 5.6 are blocked, then KDC can identify the DoS because of the requirement of the key conﬁrmation step in Step 16. KV2VP – If Steps 4, 9 and 14 in Section 5.7 are blocked, Alice and Bob can know about DoS due to not getting a response as per the protocol."
27,0,0,0,0,4,6,/LNZLED+CMBX12,11.96,64.51,616.71,243.84,628.67,616.71,213.22,64.51,351.44,7. Formal Security Veriﬁcation
27,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,593.3,626.03,605.25,593.3,236.64,82.07,-30.76,"This section presents the formal veriﬁcation of our protocol suite. Initially, the Tamarin"
27,0,0,0,0,37,6,/NAUQMW+CMR12,11.96,64.51,549.96,608.47,590.81,549.96,251.08,64.51,-13.2,"tool and authentication properties are introduced. For brevity, we explain the description security protocol theory (SPTHY) format of TV2I alone. The entire set of scripts of the new protocol suite can be found in the link [41]."
27,0,0,0,0,3,6,/GGAXSG+CMTI12,11.96,64.51,523.56,190.04,535.51,523.56,306.38,64.51,405.23,7.1. Tamarin Overview
27,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,506.13,632.01,518.08,506.13,323.81,82.07,-36.73,Tamarin is a “state-of-the-art” tool that is used for the veriﬁcation of the security prop-
27,0,0,0,0,90,6,/NAUQMW+CMR12,11.96,64.51,405.0,626.41,503.63,405.0,338.26,64.51,-31.13,"erties claimed by cryptographic protocols. The tool is highly versatile to check the security properties for diﬀerent adversaries. This means that the tool can be deployed for testing protocols for the Dolev-Yao adversary [42] and user-speciﬁc adversarial capabilities. In addition, the tool possesses the following attractive features: supports modelling of global states in protocols [43], theorem proving of security goals can be accomplished using lemmata, relevant graphs illustrate discrepancy in security goals/claims in interactive mode. The complete description of the tool and its potentials can be found in the manual[44]."
27,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,390.56,596.14,402.51,390.56,439.38,82.07,-0.87,Protocols in Tamarin should be described in SPTHY format. It facilitates the descrip-
27,0,0,0,0,124,6,/NAUQMW+CMR12,11.96,64.51,274.99,632.38,388.07,274.99,453.82,64.51,-37.11,"tion of protocols using states, facts and rules. The states are used to store variables and constants in protocols which denote knowledge of participants of a protocol. Facts are used to declare the nature of variables and channels. For instance, the Fact that denotes freshness is declared as Fr() and channels as In()  and  Out() . A rule is always ascertained of the format [L]-[A]->[R] , where L , A and R  denote premise, action and conclusion, respectively. For every rule, the premise is the beginning state that is updated according to the action. The action can be several events in a protocol, such as a send and receive event, security properties and adversarial queries. The conclusion is the end state in a rule."
27,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,260.55,620.05,272.5,260.55,569.39,82.07,-24.78,"The predicates of the mutual entity authentication are as follows: aliveness, weak agree-"
27,0,0,0,0,119,6,/NAUQMW+CMR12,11.96,64.51,130.53,638.36,258.06,130.53,583.83,64.51,-43.09,"ment, non-injective agreement and injective-agreement. The authentication claims follow a hierarchy. Injective agreement sits on the top of the authentication claims [45]. The injective agreement is guaranteed on the following conditions: a source and an intended destination agree on variables. For every committed variable by a source, there uniquely exist an intended destination that accepts the variable. The authentication properties can be veriﬁed using commit and running actions in the tool as parties of protocols agree on data items. In general, any properties supported by the tool can be veriﬁed using lemmata that are described using the ﬁrst-order logic. Before verifying security properties, the reachability of states on the speciﬁcation of a protocol is veriﬁed using a lemma exist-trace."
28,0,0,0,0,6,6,/GGAXSG+CMTI12,11.96,64.51,706.87,261.77,718.83,706.87,123.06,64.51,333.5,7.2. Description of SPTHY of VUAP
28,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,689.44,596.14,701.39,689.44,140.5,82.07,-0.87,"We perform formal veriﬁcation of VUAP, and we verify the security properties governed"
28,0,0,0,0,123,6,/NAUQMW+CMR12,11.96,64.51,559.43,626.41,686.95,559.43,154.94,64.51,-31.13,"by VUAP. We elaborate the SPTHY format of VUAP. The details of SPTHY format of VUAP could help the reader, understanding about the protocol description in Tamarin. Since the SPTHY script of VUAP [41] has more than 100 lines, the rules and the security properties in VUAP is discussed. The script starts with the header theory VUAP , the ﬁrst line of the SPTHY script of VUAP. The second line begin indicates the start of the protocol description. The third line builtins: hashing presents the inbuilt cryptographic function, which is used in the protocol. The fourth line functions:h1/1, h2/1 denotes the name of the public function that is utilised in the protocols. The below snippet presents the ﬁrst four lines of the script."
28,0,0,0,0,8,6,/LEEMER+CMTT12,11.96,86.25,492.55,211.78,547.84,492.55,294.05,86.25,383.49,"theory VUAP begin builtins: hashing functions: h1/1, h2/1"
28,0,0,0,0,10,6,/NAUQMW+CMR12,11.96,82.07,463.53,507.72,475.49,463.53,366.4,82.07,87.56,The next line rule register  speciﬁes the registration of proto-
28,0,0,0,0,61,6,/NAUQMW+CMR12,11.96,64.51,405.75,632.38,461.04,405.75,380.85,64.51,-37.11,"col party Vehicle  KDC . The next few lines of the script are presented below. The i with symbols in the rule ˜, $ and ! specify the nature of the Fact, namely fresh values, public and persistent which means the assignment is constant throughout the completion of execution of a protocol, respectively. Refer line number 9 in the below snippet."
28,0,0,0,0,26,6,/LEEMER+CMTT12,11.96,80.1,223.19,531.66,394.17,223.19,447.72,80.1,63.61,"rule register_vehicle_credentials: let m=h(<~PWD>) n=h(<m,~delta,~Vehicle_ID>) y=h(<m,n>) C=h(<y>) in [Fr(~PWD), Fr(~delta), Fr(~Vehicle_ID)] --[]-> [!LtVdK($Vehicle_driver,$KDC,<~PWD>),!LTK($KDC,~delta) ,!LTKTR($KDC,$TR,C),!LTKSC($KDC,$SC,<n>)] The rules rule initialise vehicle , rule initialise TR, rule initialise SC"
28,0,0,0,0,70,6,/NAUQMW+CMR12,11.96,64.51,150.96,594.87,220.7,150.96,621.19,64.51,0.41,"and rule initialise  are described to initialise the state spaces of the vehicle driver, tamper-resistant module, smart-card and KDC with the long-term keys and roles. The state spaces are initialised using the action in the rule. For example, the action at TR contains Create(TR, ˜ id), Role(’TR’) . Create a role TR with fresh id  such that every execution/session made by TR will be fresh (refer line number 4 below)."
28,0,0,0,0,4,6,/LEEMER+CMTT12,11.96,0.0,-11.96,71.73,0.0,-11.96,841.89,0.0,523.54,vehicle credentials driver KDC
29,0,0,0,0,11,6,/LEEMER+CMTT12,11.96,86.25,643.82,438.93,713.56,643.82,128.33,86.25,156.34,"rule initialise_TR: [Fr(~id),!LTKTR(KDC,TR,C),!LtVdK(Vehicle_driver,KDC,<PWD>) ,!LTKSC(KDC,SC,<n>)] --[Create(TR, ~id), Role(’TR’) ]-> [St_TR_1(TR, ~id,C, KDC,Vehicle_driver,SC)]"
29,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,614.8,497.17,626.76,614.8,215.13,82.07,98.11,"The next rule rule send  presents the ﬁrst communication of VehicleUser , i.e, Step 3"
29,0,0,0,0,94,6,/NAUQMW+CMR12,11.96,64.51,513.68,590.54,612.31,513.68,229.58,64.51,4.74,"in VUAP (ref Section 5.5). A snippet of the rule send the rule contains the initialised state ofVehicleUser (line 8 in the below snippet), timestamp and password shared between VehicleUser and  KDC (line 7 in the below snippet). The T action of the rule contains the following events: (i) Send(<Vehicle  1  >> ) ) specifying the ﬁrst communication (line 10 in the below snippet), (ii) Role(Vehicle specifying the role ofVehicleUser (line 11 in the below snippet), (iii) Secret(<Vehicle ) specifying the secret involved in the protocol (line 12 in the below snippet) and (iv)"
29,0,0,0,0,14,6,/NJVWMM+CMMI12,11.96,64.51,499.23,592.0,511.19,499.23,330.7,64.51,3.28,Commit (PWD ) specifying the agreement on password (line 12 in the below snip-
29,0,0,0,0,26,6,/LEEMER+CMTT12,11.96,80.1,258.35,462.84,472.54,258.35,369.35,80.1,132.43,"rule send_1: let m=h(<PWD>) y=h(<m,n>) M1=h(<h(<y>),~Tc>) in [Fr(~Tc),!LtVdK(Vehicle_driver,KDC,<PWD>), St_Veh_dri_1(Vehicle_driver, ~id,PWD, KDC,TR,SC), St_SC_1(SC, ~id,n, KDC,Vehicle_driver,TR)] --[Send(<Vehicle_driver,<~Tc,M1>>), Role(’Vehicle_driver’), Secret(<Vehicle_driver, SC, PWD,n >),Commit_strongA(PWD)]-> [St_Veh_dri_2(Vehicle_driver, ~id,PWD,~Tc, KDC,TR,SC), St_SC_2(SC, ~id,n,~Tc,M1, KDC,Vehicle_driver,TR),Out(<~Tc,M1>)]"
29,0,0,0,0,14,6,/NAUQMW+CMR12,11.96,82.07,229.33,556.44,241.28,229.33,600.61,82.07,38.84,"The ﬁnal rule rule Recv  presents the received communication of Vehicle , i.e, after"
29,0,0,0,0,44,6,/NAUQMW+CMR12,11.96,64.51,185.99,608.47,226.84,185.99,615.05,64.51,-13.2,"Step 3 in VUAP (ref Section 5.4). The list of actions is speciﬁed in line 9 and line 10 of the below snippet. Finally, the description ends with the syntax end after the declaration of security properties that is explained in the following section."
29,0,0,0,0,14,6,/NJVWMM+CMMI12,11.96,0.0,-11.96,227.15,0.0,-11.96,841.89,0.0,368.13,"1 1 is presented below. The premise of  c driver,<Tc,M driver driver,SC,PWD,n> strongA 1"
30,0,0,0,0,21,6,/LEEMER+CMTT12,11.96,80.1,542.7,421.0,713.56,542.7,128.33,80.1,174.28,"rule Recv_1: let m=h(<PWD>) y=h(<m,n>) M1=h(<h(<y>),Tc>) in [In(<Tc,M1>),!LTKTR(KDC,TR,C),!LTKSC(KDC,SC,<n>), St_TR_2(TR, ~id,C,PWD, KDC,Vehicle_driver,SC)] --[Receive(<TR,<n>>), Role(’TR’), Check(<h(C,Tc),M1>),Running_strongA(PWD),Unique(M1) ]-> [St_TR_3(TR, ~id,C,PWD,Tc,M1, KDC,Vehicle_driver,SC), St_Veh_dri_3(Vehicle_driver, ~id,PWD,Tc,M1, KDC,TR,SC)]"
30,0,0,0,0,4,6,/GGAXSG+CMTI12,11.96,64.51,490.79,207.97,502.75,490.79,339.14,64.51,387.3,7.3. Veriﬁcation of VUAP
30,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,474.74,632.01,486.7,474.74,355.19,82.07,-36.73,Security properties are veriﬁed by specifying it in the ﬁrst-order logic. VUAP has the fol-
30,0,0,0,0,11,6,/NAUQMW+CMR12,11.96,64.51,460.3,539.47,472.25,460.3,369.64,64.51,55.81,"and 3)  secrecy . lowing lemmata: 1) executable, 2) lemma Injectiveagreement"
30,0,0,0,0,6,6,/NAUQMW+CMR12,11.96,82.07,445.85,333.13,457.81,445.85,384.08,82.07,262.15,"1) lemma executable: all-traces ""All Vehicle"
30,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,416.96,532.55,428.92,416.96,412.97,82.07,62.72,that sends message m  at The lemma executable states that for all Vehicle
30,0,0,0,0,24,6,/NAUQMW+CMR12,11.96,64.51,388.07,572.03,414.47,388.07,427.42,64.51,23.25,"time i , there exists TR that recieves the m at time j . This lemma is essential to verify the reachability of states."
30,0,0,0,0,3,6,/NAUQMW+CMR12,11.96,82.07,373.62,231.51,385.58,373.62,456.31,82.07,363.76,2) lemma Injectiveagreement
30,0,0,0,0,7,6,/LEEMER+CMTT12,11.96,64.51,344.73,202.0,371.13,344.73,470.76,64.51,393.28,#i ==> (Ex #j . Running Commit
30,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,330.28,596.14,342.24,330.28,499.65,82.07,-0.87,The above lemmata verify the injective agreement property. The lemma veriﬁes that for
30,0,0,0,0,83,6,/NAUQMW+CMR12,11.96,64.51,258.06,626.41,327.79,258.06,514.1,64.51,-31.13,"each commit by a party there uniquely exist a running partner. The lemmata state that for all committed value PWD at time i , there exist running a part running PWD at j , where j is precedent to i, and it can not be that there exist a committed value PWD at j, and j and i are equal valued. It is noted that the injective agreement alone is veriﬁed as it sits on the top of the hierarchy of authentication claims."
30,0,0,0,0,6,6,/NAUQMW+CMR12,11.96,82.07,243.61,315.2,255.56,243.61,586.33,82.07,280.08,"3) lemma secrecy: all-traces ""All Vehicle"
30,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,82.07,214.72,539.47,226.67,214.72,615.22,82.07,55.81,"The above lemma states that for every Vehicle , smart card SC , PWD and n ,"
30,0,0,0,0,32,6,/NAUQMW+CMR12,11.96,64.51,185.83,585.7,212.23,185.83,629.66,64.51,9.58,password (PWD ) and n  are secret if those values does not exist in the knowledge of the adversary. This lemma speciﬁes the secrecy of the password and the smart-card secret n.
30,0,0,0,0,6,6,/NAUQMW+CMR12,11.96,82.07,171.38,357.04,183.34,171.38,658.55,82.07,238.24,"4) lemma Anonymity: exists-trace ""not(Ex Vehicle"
30,0,0,0,0,17,6,/NAUQMW+CMR12,11.96,82.07,142.49,620.06,154.44,142.49,687.45,82.07,-24.78,This lemma states that it can not be that there exist a vehicle driver and his/her inter-
30,0,0,0,0,16,6,/NAUQMW+CMR12,11.96,64.51,128.04,427.45,140.0,128.04,701.89,64.51,167.83,action (M 1= H (H (y) ∥ T )) in the knowledge of the adversary. c
30,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,113.6,488.55,125.55,113.6,716.34,82.07,106.73,"5) lemma Unlinkability: all-traces ""All #i #m M1 Tc. Unique(M1) @ i &"
30,0,0,0,0,13,6,/LEEMER+CMTT12,11.96,64.51,99.15,381.32,111.11,99.15,730.78,64.51,213.95,"Unique(M1) @ m & K(<Tc>) @ i & K(<Tc>) @ m==> #i=#m """
30,0,0,0,0,69,6,/LEEMER+CMTT12,11.96,0.0,-11.96,364.63,0.0,-11.96,841.89,0.0,230.64,"Vehicle driver m #i.  driver,<m>>)@i ==> Ex TR m #j. Receive(<TR,<m>>) @ j "" driver Vehicle: "" (All PWD #i . Commit strongA(PWD)@  strongA(PWD) @ #j & #j < #i) & (not (Ex #j .  strongA(PWD) @ #j & not (#i = #j))) )"" driver SC PWD n #i.  driver, SC, PWD,n >) @ i ==> not( Ex PWD n #r.K(<PWD,n>)@r)"" driver driver M1 #m.  driver,M1>) @ m) """
31,0,0,0,0,15,6,/NAUQMW+CMR12,11.96,82.07,706.87,538.17,718.83,706.87,123.06,82.07,57.11,This lemma states that in any two communications involving vehicle driver ( i and m)
31,0,0,0,0,22,6,/NAUQMW+CMR12,11.96,64.51,677.98,552.4,704.38,677.98,137.51,64.51,42.88,"in which the adversary knows the temporal information ( Tc) of the communications, the message sent by the driver is uniquely generated."
31,0,0,0,0,13,6,/GGAXSG+CMTI12,11.96,82.07,663.53,440.73,675.49,663.53,166.4,82.07,154.55,Mapping security goals: The veriﬁed security goals of the VUAP protocol are mutual
31,0,0,0,0,106,6,/NAUQMW+CMR12,11.96,64.51,533.52,620.43,661.04,533.52,180.85,64.51,-25.15,"entity authentication, the secrecy of the password and smart-card credential, the resistance of the protocol towards the following attacks: replay, masquerading and MITM and the privacy properties, namely conditional anonymity and unlinkability. The ﬁrst lemma proves the reachability of states in the protocol. Veriﬁcation of the second lemma achieves the mutual authentication and resistance of the protocol towards the attacks. Veriﬁcation of the third lemma guarantees the security of the password and the smart-card credential. The fourth and ﬁfth lemmata prove the privacy properties of the protocol. Table 3 presents the veriﬁed lemmata of VUAP, TV2I and KV2VP. In the below table, NA denotes not applicable."
31,0,0,0,0,9,9,/SUOVAD+CMR10,9.96,183.43,510.87,437.47,520.84,510.87,321.05,183.43,157.8,Table 3: Veriﬁed lemmata of the new protocol suite.
31,0,0,0,1,1,9,/CUHEXN+LINE10,9.96,68.81,506.44,128.59,516.4,506.44,325.49,68.81,466.69,XXXXXXXXXXXX
31,0,0,0,0,6,6,/NAUQMW+CMR12,11.96,190.75,489.5,731.08,501.46,489.5,340.43,190.75,-135.8,Injective agreementSession key/secret securityKKS PFS Unlinkability
31,0,0,0,0,4,6,/NAUQMW+CMR12,11.96,74.79,437.85,128.59,494.34,437.85,347.55,74.79,466.69,Protocol VUAP TV2I V2V
31,0,0,0,0,3,6,/LNZLED+CMBX12,11.96,64.51,399.33,213.95,411.28,399.33,430.61,64.51,381.32,8. Performance Comparison
31,0,0,0,0,11,6,/NAUQMW+CMR12,11.96,82.07,375.91,596.14,387.87,375.91,454.02,82.07,-0.87,"This section compares the computation eﬃciency, security and functional attributes of"
31,0,0,0,0,197,6,/NAUQMW+CMR12,11.96,64.51,188.12,632.38,373.43,188.12,468.46,64.51,-37.11,"our protocol suite with other protocols. We use the TEPLA library [46] to evaluate the various elliptic curve operations. BN-254 curve with the base ﬁeld size of 512 bits is chosen for the evaluation. For the details of the curve, reader is requested to refer Section 3.2. We run the evaluation for several times, and we consider the average computation time as the computation times of the primitives in the library. We use the pycrypto library [47] for evaluating the execution time of hash and encyption algorithms. The computation time of a hash operation is evaluated by running SHA-256 algorithm, and the computation time of encryption operation is evaluated by running AES-128 algorithm. For the AES evaluation, plain text size of 16 bytes, initialisation vector of 16 bytes and the key size of 128 bits is chosen with CBC mode operation. For the hash function evaluation, plaintext size of 32 bytes and key of 128 bits are selected for the evaluation. All the operations and algorithms are ran for 1000 iterations, and the average value is taken as the computation time ( C) of T the operations and algorithms. CPU cycles per operation (CPO) is derived accordingly."
31,0,0,0,0,13,6,/NAUQMW+CMR12,11.96,82.07,173.67,584.19,185.63,173.67,656.26,82.07,11.09,The evaluation is done on two platforms with the following speciﬁcations: Ubuntu (V
31,0,0,0,0,76,6,/NAUQMW+CMR12,11.96,64.51,99.65,626.41,171.18,99.65,670.71,64.51,-31.13,"16.04) with 64 bit Intel core I7 central processing unit (CPU) at 2.6 GHz operating frequency and Raspian operating system (OS) with 32 bit ARM CPU at 900 MHz operating frequency. The average computation time and CPO of the operations and algorithms on the Ubuntu and the Raspian OSs are presented in Tables 4 and 5, respectively. For convenience, we deﬁne the following notations. GTA is the time needed for a point addition on the curve,"
31,0,0,0,0,20,6,/RXNEKG+MSAM10,11.96,0.0,-11.96,131.51,0.0,-11.96,841.89,0.0,463.77,Conditional anonymity ✓ ✓ NA NA ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓ ✓
32,0,0,0,0,18,6,/NJVWMM+CMMI12,11.96,64.51,705.08,561.97,718.83,705.08,123.06,64.51,33.31,"GT GTM is the time required for a point multiplication on the curve,P is the time required for"
32,0,0,0,0,92,6,/NAUQMW+CMR12,11.96,64.51,620.2,620.43,704.38,620.2,137.51,64.51,-25.15,"a pairing operation on the curve, GTE is the time needed for an exponentiation operation on the curve, T  TE is the time needed to perform an encryption/decryption operation,H is the time needed for performing a hash operation and TXOR is the time intended for performing a XOR operation. The execution time of the XOR operation is not considered as it is negligible compared to the execution time of other operations. It is noted that the time duration for exponentiation operation ( GT ) and the point multiplication are approximately equal, i.e.E"
32,0,0,0,1,5,6,/NJVWMM+CMMI12,11.96,64.51,603.96,152.01,617.71,603.96,224.18,64.51,443.27,GT GTM ≈ E [6].
